date,gdp_growth,inflation,interest_rate,unemployment,oil_price,fx_rate
2025-03-12 07:06:18.704591,2.2483570765056164,1.7191456696799146,3.0783381020390728,4.9515700519348504,79.30772008008113,1.0588388129913882
2025-03-13 07:06:18.704591,1.9308678494144076,2.1568647372672918,2.6086508889539872,5.047181114189654,73.87850881855317,1.028192018451143
2025-03-14 07:06:18.704591,2.3238442690503462,2.0088146805472564,3.163301102285789,3.8010795892807354,78.95488371356987,1.0782186475949254
2025-03-15 07:06:18.704591,2.761514928204013,2.0683732689841823,2.3189665583048638,5.549796604821489,75.7473977289535,1.0480282373543148
2025-03-16 07:06:18.704591,1.882923312638332,1.4588931513011736,3.4116622549302575,5.207893085538796,77.09738275097638,1.050376992458897
2025-03-17 07:06:18.704591,1.8829315215254097,2.01715712198126,3.189038992965217,5.598806065915792,82.94289202210305,1.0641642884651312
2025-03-18 07:06:18.704591,2.7896064077536957,2.348598803871815,3.1024118937255505,3.2622467730837865,88.34952252175702,1.05466432262527
2025-03-19 07:06:18.704591,2.3837173645764542,3.0158005254565294,3.3930763935782053,6.253024822868436,81.9733576491149,1.069062732678265
2025-03-20 07:06:18.704591,1.765262807032524,2.671489578259645,3.6661897777850307,4.916246223106896,74.02058468982408,1.0557424833040365
2025-03-21 07:06:18.704591,2.2712800217929825,3.507227720258089,3.4057480260072523,5.66490969004251,82.22301334110071,1.0377512525071912
2025-03-22 07:06:18.704591,1.7682911535937689,1.4628567059783655,2.263650307467342,4.376056443724681,85.98315743322826,1.057230070504122
2025-03-23 07:06:18.704591,1.7671351232148715,2.6106244457044747,2.4881692133057194,5.367664343037542,76.95108547840309,1.0271254758535868
2025-03-24 07:06:18.704591,2.1209811357830173,2.128339404016846,2.7500725689217287,4.367950662095806,79.3299141666354,1.0521711941155305
2025-03-25 07:06:18.704591,1.043359877671101,3.5328620532523702,3.0104364200843334,4.625738623582517,80.07344097364599,1.049335400187111
2025-03-26 07:06:18.704591,1.1375410837434836,1.434191200251394,3.2070636081876494,6.148418812320072,76.0755084345888,1.0458376628545492
2025-03-27 07:06:18.704591,1.7188562353795136,1.412194710473457,2.709702474738614,4.885590559541992,83.2414021692193,1.0474292497712214
2025-03-28 07:06:18.704591,1.4935844398327882,1.5804251481891844,3.0747067057908315,5.130459723907833,79.3952592569611,1.0123630190900472
2025-03-29 07:06:18.704591,2.157123666297637,0.5132729929831352,2.697846827058671,5.5220406384132525,82.09766221953514,1.0390255018451808
2025-03-30 07:06:18.704591,1.5459879622393946,1.6319714848234672,2.755392878803221,5.297409132783563,75.5625391109895,1.0518568980228222
2025-03-31 07:06:18.704591,1.2938481493323541,1.4686071369124116,2.437335561260711,5.090251343086146,77.81270849838295,1.0531971278399481
2025-04-01 07:06:18.704591,2.732824384460777,2.105275650533345,2.6307067015556385,5.218976601479735,83.61190678913886,1.029446497181481
2025-04-02 07:06:18.704591,1.887111849756732,2.2392291830440114,2.4593261577534666,6.442049351142965,78.13583423954117,1.0753141568172941
2025-04-03 07:06:18.704591,2.033764102343962,3.3133195874511205,2.609650698809067,4.9654287217798485,88.63481925616702,1.0326765030357101
2025-04-04 07:06:18.704591,1.2876259068932716,2.665296686730235,3.4214567186431357,5.12065942802898,78.00181907192699,1.0693891440105348
2025-04-05 07:06:18.704591,1.7278086377374087,1.5961674410363178,2.620240444467223,5.630392637604567,81.12342362875943,1.0585438872374338
2025-04-06 07:06:18.704591,2.055461294854933,1.3711097300561494,4.052952825934956,5.66331555977479,84.66295415936546,1.037075453803124
2025-04-07 07:06:18.704591,1.4245032112888487,2.344343420054554,3.197327160352356,5.712218183336228,72.90817133533484,1.0855062178521904
2025-04-08 07:06:18.704591,2.1878490091728358,1.0758367550855505,3.0739344494779495,5.38323813321751,71.19595594009613,1.0261272633648704
2025-04-09 07:06:18.704591,1.6996806550405976,3.282021136098048,2.6566568879275145,4.31419705236171,72.37171842714953,1.0683830834722001
2025-04-10 07:06:18.704591,1.8541531251033616,2.8256080845049008,3.2801239517635965,5.9800589193806575,86.31292051713591,1.0700116463608595
2025-04-11 07:06:18.704591,1.6991466938853015,1.6715770435267068,2.7697448695048905,4.312192764188787,77.24070927053776,1.0365875958184672
2025-04-12 07:06:18.704591,2.926139092254469,0.8008058296363858,3.0488039258581447,5.18158127914342,92.79099642834126,1.0778493060012866
2025-04-13 07:06:18.704591,1.993251387631033,2.9477106619157887,4.024033815307518,4.547434489988385,77.17876200671306,1.044999069708021
2025-04-14 07:06:18.704591,1.4711445355220498,1.9198221083231675,2.96157604011014,4.961516992044205,80.92275651598518,1.0557738725855972
2025-04-15 07:06:18.704591,2.4112724560515946,2.866471418381423,3.4597093305142703,5.197257446182088,87.71054976283938,1.0552064367754244
2025-04-16 07:06:18.704591,1.3895781750144889,0.8839006388439432,2.718729429949645,5.192814329270163,90.03046444079561,1.0473138251705891
2025-04-17 07:06:18.704591,2.104431797502378,1.580437483932359,2.986004603801215,5.253152452541171,90.30751788318199,1.0662161654631956
2025-04-18 07:06:18.704591,1.020164938060112,2.003670589802728,3.708320254254204,5.968226761435188,86.04183115296571,1.0658697744110444
2025-04-19 07:06:18.704591,1.3359069755507846,2.0328864156353195,2.749213176884893,5.272120580908388,85.12031262905731,1.0150293605352365
2025-04-20 07:06:18.704591,2.0984306179345618,1.6849541699645294,3.7249794231987714,4.853506018825611,82.96263474600592,1.0760868048575631
2025-04-21 07:06:18.704591,2.3692332899977053,2.435994952643249,3.28310077418219,5.578452300973014,83.89180538083319,1.0167501602392865
2025-04-22 07:06:18.704591,2.085684140594985,1.252665699432184,2.7750132896422928,5.713682293354784,77.24407141835734,1.0706509240868332
2025-04-23 07:06:18.704591,1.9421758588058797,1.9003343604850946,3.252963095622208,4.263435310917805,75.90900558288847,1.0725341027365518
2025-04-24 07:06:18.704591,1.8494481522053556,2.084206942198329,3.389021779850692,5.3584400419099145,79.98312771294523,1.028180671395696
2025-04-25 07:06:18.704591,1.2607390048162863,2.3601071838411243,3.2487239848868787,5.420703645386539,79.14907688737536,1.0417837142409083
2025-04-26 07:06:18.704591,1.6400778958026456,2.498130414662223,2.3719101120438175,4.821461897984005,77.73385975336362,1.0278859066302812
2025-04-27 07:06:18.704591,1.7696806145201063,1.2127505357134916,2.7091451296700524,5.825424087986971,83.48193723728357,1.0457015793942253
2025-04-28 07:06:18.704591,2.5285611131094576,0.9261200804850644,2.900992545779398,4.909966647780484,84.77652604285255,1.0438393143162852
2025-04-29 07:06:18.704591,2.1718091447842305,2.8943737753289565,2.9702266283599816,5.075345872082925,80.44203443145923,1.065593210645387
2025-04-30 07:06:18.704591,1.118479922318633,2.232619808385714,3.2482688390202714,4.896156905429678,87.3876504052763,1.0762061749223921
2025-05-01 07:06:18.704591,2.1620419846973977,1.4760594244104124,3.0710804003733014,5.009347428548881,74.29155442933248,1.0779136762157993
2025-05-02 07:06:18.704591,1.8074588597918417,3.085806382865766,2.4658622565159596,4.342234947862879,79.03170270360141,1.038756639468434
2025-05-03 07:06:18.704591,1.6615389998470207,2.080972244005001,3.1520791404023853,4.135969470443423,76.41588839698598,1.0458155625251095
2025-05-04 07:06:18.704591,2.305838144420434,2.8255080288446783,3.244234298113529,5.956703037934983,70.6673169146347,1.016331236155581
2025-05-05 07:06:18.704591,2.5154997612479755,2.0472629369870763,3.223916179172416,4.491823191009003,79.5865965707865,1.0338825986700764
2025-05-06 07:06:18.704591,2.4656400595580994,3.442523547417391,3.432312290221849,4.4051645903262155,79.39126245808359,1.069297032661949
2025-05-07 07:06:18.704591,1.5803912383886807,3.228738589710243,3.3335688618195616,3.707965931837771,87.56724871621066,1.0823116564709647
2025-05-08 07:06:18.704591,1.8453938120743927,1.8257250960646485,3.1836720316913745,4.616622951386299,83.15405842277389,1.0253130225624016
2025-05-09 07:06:18.704591,2.165631715701782,2.680099665668049,2.971933715416541,4.206146123955501,74.87906587835397,1.0381507148169422
2025-05-10 07:06:18.704591,2.4877725635611796,2.4517631647096034,2.3356156265936034,5.985209096081821,89.27046283167094,1.0494718848608215
2025-05-11 07:06:18.704591,1.760412881077355,2.958042090272644,3.1718472876530344,5.605890253605581,86.10516847762676,1.055603223176392
2025-05-12 07:06:18.704591,1.9071705116680915,1.3245535775939268,3.0830750748652447,4.587109792893366,82.91048851734308,1.0338079296015672
2025-05-13 07:06:18.704591,1.446832512996986,2.4802360219989072,3.1086315348781492,6.351461483206585,78.86757950575084,1.0584812208892818
2025-05-14 07:06:18.704591,1.4018966879596646,2.7408971407947114,2.489300569671876,5.589059292194957,75.2028038163826,1.0405232130585818
2025-05-15 07:06:18.704591,2.406262911197099,0.7688823595038201,2.567577383836695,4.805101169894827,78.13896611964473,1.0497109545824344
2025-05-16 07:06:18.704591,2.6781200142854114,1.1717190411339575,3.4212611413331615,3.500356571075856,85.44374309852093,1.0609256849600741
2025-05-17 07:06:18.704591,1.963994939209833,0.5725374755679298,2.984177938457338,6.374565543554445,89.42293152967305,1.0501284453962187
2025-05-18 07:06:18.704591,2.501766448946012,1.8114152158888095,3.27260027894905,4.166256519941842,87.71621764136094,1.0412722821894687
2025-05-19 07:06:18.704591,2.180818012523817,2.5022795790571735,3.0113273504521842,4.012760751825865,77.55575289106864,1.0478078039214835
2025-05-20 07:06:18.704591,1.6774401226974378,3.0516499364672196,3.0119024557982983,5.613542259205784,74.40191283355495,1.0482327408158933
2025-05-21 07:06:18.704591,2.180697802754207,2.0518663462938425,3.375313522390399,6.463851443803564,80.70443123455603,1.0425997794023576
2025-05-22 07:06:18.704591,2.7690182832329846,3.1400308818999045,2.7935821087130503,5.830563691106311,71.15780317218574,1.044824078746658
2025-05-23 07:06:18.704591,1.9820869804450243,1.033928979249576,3.0384483107763933,5.338345472031416,81.61583857092391,1.0819729434100944
2025-05-24 07:06:18.704591,2.782321827907003,0.8076322924513919,2.815089884517983,5.356852604999172,79.26198706850666,1.061218388958825
2025-05-25 07:06:18.704591,0.6901274479551278,1.9611166107723668,2.8262015090270736,5.512049335268185,77.66981749065879,1.0440903936394168
2025-05-26 07:06:18.704591,2.410951252187612,2.268845814257515,2.876331150612544,5.455357153872059,72.02648466366603,1.0639390880902146
2025-05-27 07:06:18.704591,2.043523534119086,1.9771136763341348,3.088853508653485,5.1687148543816255,82.56800053284859,1.0433236102048797
2025-05-28 07:06:18.704591,1.8504963247670663,0.5527905299720866,2.808500551334609,5.062520662371126,77.33649580169045,1.0734624927517329
2025-05-29 07:06:18.704591,2.045880388267751,1.9376159723410482,3.5023024502294082,4.962444123260287,74.15041582144856,1.057392843843962
2025-05-30 07:06:18.704591,1.0062155426995536,1.0868713496466027,2.6421570791121987,4.547621246679994,65.63868893359175,1.0478539571199155
2025-05-31 07:06:18.704591,1.890164056081244,2.468770784181027,2.9252513423354563,4.831594953879936,79.86242547474681,1.0589543385162057
2025-06-01 07:06:18.704591,2.178556285755873,2.2566187722677937,2.82410757669033,3.9842259114827687,88.86125798334872,1.01858247695863
2025-06-02 07:06:18.704591,2.738947022370758,1.3420841495708513,3.578791153741493,4.94099622392315,88.30629607273934,1.027464650621804
2025-06-03 07:06:18.704591,1.7408648908631763,1.6402931578643145,3.07862191060463,4.406845335709449,77.71451871706864,1.026121499872019
2025-06-04 07:06:18.704591,1.5957531985534061,1.258550534677734,3.412737815787454,4.337846409670537,76.9889396981911,1.0528588618952741
2025-06-05 07:06:18.704591,1.7491214782077318,1.9561246319087797,2.4057758507852114,5.107936490692087,82.34387128037511,1.0846502999897019
2025-06-06 07:06:18.704591,2.457701058851037,2.6685996243508665,3.1068201063477034,5.835201371806759,75.00807280405854,1.0946260029238526
2025-06-07 07:06:18.704591,2.1643755548298422,1.3099917675651196,3.355852318249375,5.5509899636013875,81.50895949909733,1.0627610220288153
2025-06-08 07:06:18.704591,1.7351198981164806,2.352832560862491,3.03291359571017,4.057699637826094,83.83040139192344,1.0600168894988893
2025-06-09 07:06:18.704591,2.256633716556678,1.6288196671392914,3.4261921500261403,4.406223118057797,86.13466611942154,1.0139788453169452
2025-06-10 07:06:18.704591,2.0485387746740202,1.444989017416359,2.793084619959851,5.564462712792929,79.49922961760024,1.0391465240053197
2025-06-11 07:06:18.704591,2.4843224952664444,1.9250787480318095,3.563738976074232,4.410507563877014,78.98163124911517,1.0342443249618352
2025-06-12 07:06:18.704591,1.6489734530613238,1.2753303743064381,3.9195592494477003,4.865220110001785,75.61008706621719,1.0375830480349777
2025-06-13 07:06:18.704591,1.8361689267011159,1.6124454862569726,2.8548645758241364,5.330031259414731,75.8655982298007,1.0466371236283043
2025-06-14 07:06:18.704591,1.8039459234339212,1.161485475187806,2.8217989914396915,4.418993327081819,78.86760554049236,1.0405581884460575
2025-06-15 07:06:18.704591,1.2682425259339407,3.375307593041472,3.5813537908470803,5.063225303687576,81.8368275340809,1.0104140037924842
2025-06-16 07:06:18.704591,2.148060138532288,2.02468448638021,3.631828858292285,4.199584703049077,84.56792313116625,1.0649582051223507
2025-06-17 07:06:18.704591,2.1305276360899446,1.51019214440519,2.790855989138693,4.639179413629272,75.98410524659828,1.0285451394852039
2025-06-18 07:06:18.704591,2.0025567283212307,2.1497859375139554,2.831925273161657,5.191869160485522,87.46344284479761,1.0547849372822231
2025-06-19 07:06:18.704591,1.8827064333124266,1.9213703652164191,2.8872861564557972,4.044203759880999,78.64438199478715,1.0914816533949996
2025-06-20 07:06:18.704591,1.2923146289747929,1.8453212803267438,2.462219795586289,5.264284842776239,79.89316352825782,1.0316123081682715
2025-06-21 07:06:18.704591,1.7896773386173206,2.4299166900303977,2.632539221406321,4.988217320643991,76.26394160426088,0.9993942495450735
2025-06-22 07:06:18.704591,1.8286427417366153,2.5302553970331134,2.5983436932991726,5.331493972650288,67.8787986986353,1.0442799155623979
2025-06-23 07:06:18.704591,1.5988613653891905,1.6286491966726309,2.6928809739583484,5.134348480438796,84.42022698180524,1.0720191926999714
